ISBN,title,publish_date,no_pages,series,author,publisher,description
9788367054966,Wstyd ,13/04/2022,408,,Robert Małecki,Czwarta Strona,"Wstyd zamyka nam usta. Ale przemilczane sprawy zawsze wracają. Julia Karlińska, była policjantka nazywana Karlą, uczy historii w liceum medycznym i samotnie wychowuje nastoletnich bliźniaków. Mundur odwiesiła po tragicznej śmierci męża, policjanta, który zginął w wypadku motocyklowym. Sprawcy tragedii nigdy nie odnaleziono."
9788382660074,Heartstopper. Tom 1 ,01/10/2018,288,Heartstopper ,Alice Oseman,Jaguar,"Powieść graficzna LGBTQ+ o życiu, miłości i wszystkim, co dzieje się pomiędzy – gratka dla fanów filmu Twój Simon i książek Holly Bourne."
9788381959865,Obrazy z przeszłości ,18/05/2022,464,Seweryn Zaorski ,Remigiusz Mróz,Filia,"Dwadzieścia lat temu w Żeromicach zaginęła jedna z mieszkanek – prowadzący postępowanie policjanci nigdy nie ustalili, co stało się z dziewczyną, a śledczy nie odnaleźli żadnego tropu, który pozwoliłby wyjaśnić zagadkę. Pierwsze ślady pojawiły się dopiero dwie dekady później, kiedy w okolicznych lasach zaczęto odkrywać rzeczy mogące należeć do zaginionej."
9788382158571,Zachowaj spokój ,17/04/2008,432,,Harlan Coben,Albatros,Nie ufaj nikomu. Zwłaszcza własnej rodzinie.
9788381392686,Gdzie śpiewają raki ,30/10/2019,416,,Delia Owens,Świat Książki,"Pogłoski o Dziewczynie z Bagien latami krążyły po Barkley Cove, sennym miasteczku u wybrzeży Karoliny Północnej. Dlatego pod koniec 1969 roku, gdy na mokradłach znaleziono ciało przystojnego Chase’a Andrewsa, miejscowi zwrócili się przeciwko Kyi Clark, zwanej Dziewczyną z Bagien."
9788382153767,Życie Violette ,14/05/2021,480,,Valerie Perrin,Albatros,Oda do szczęścia i pochwała radości z małych rzeczy.
9788328021419,Dwór cierni i róż ,05/05/2015,524,Dwór cierni i róż ,Sarah J. Maas,Uroboros,"Autorka bestsellerowej serii Szklany Tron powraca z porywającą opowieścią o miłości, która jest w stanie pokonać nienawiść i uprzedzenia!"
9788380743755,Dziewięć ,08/12/2021,464,Wściekłe psy ,Mieczysław Gorzka,Bukowy Las,"Porwanie, wyścig z czasem, walka o okup i nieobliczalny zabójca. Komu naprawdę zależy na ocaleniu ofiary?"
9788372787873,Pułapki myślenia. O myśleniu szybkim i wolnym ,01/01/2011,667,,Daniel Kahneman,Media Rodzina,Czy ludzie są świadomymi i autonomicznymi autorami własnych wyborów i osądów?
9788380111417,Opowiem o tobie gwiazdom ,03/09/2021,312,,Edyta Prusinowska,Warszawska Firma Wydawnicza,"Astrid po śmierci siostry marzy o jednym - o opuszczeniu swojego rodzinnego miasta. Po ukończeniu liceum wraz z przyjacielem postanawia wprowadzić w życie swój plan i wyruszyć w podróż, zostawiając za sobą wszystkie dotychczasowe doświadczenia. Do wspólnego wyjazdu zapraszają nowo poznanego kolegę, dzięki któremu tak naprawdę marzenie wchodzi w fazę realizacji. Wspólnie spędzony czas, obfitujący w wydarzenia zbliżające do siebie Astrid, Jaja i Plutona, prowadzi w nowe miejsce ich relacji."
9788378898344,Birthday Girl ,17/04/2018,470,,Penelope Douglas,NieZwykłe,"Penelope Douglas, autorka bestsellerów z list „New York Timesa”, przedstawia nową opowieść o zakazanej miłości…"
9788379646791,Malowany człowiek ,01/12/2008,800,Cykl Demoniczny ,Peter V. Brett,Fabryka Słów,NOWE JEDNOTOMOWE WYDANIE!
9788366863880,Dług honorowy ,13/10/2021,400,Bezimienny ,Wojciech Chmielarz,Marginesy,"Wilki to niewielka wieś zagubiona gdzieś nad jeziorem w województwie lubuskim. Miejscową społecznością wstrząsnęła tragedia, kiedy zamordowano tam młodą dziewczynę. Mordercę szybko złapano. Okazał się nim skłonny do wybuchów agresji odludek Traszka. Są jednak osoby, które nie wierzą w jego winę."
9788328069930,Kasztanowy ludzik ,02/10/2019,564,,Soren Sveistrup,W.A.B.,"Jeżeli znalazłeś kasztanowego ludzika, to znaczy, że jest już za późno..."
9788374805575,Hyperion ,01/01/1990,518,Hyperion ,Dan Simmons,Mag,"W obliczu zbliżającej się nieuchronnie międzygalaktycznej wojny na planetę Hyperion przybywa siedmioro pielgrzymów: Kapłan, Żołnierz, Uczony, Poeta, Kapitan, Detektyw i Konsul. Mają za zadanie dotrzeć do mitycznych grobowców, by znaleźć w nich budzącą grozę istotę. Zna ona być może metodę, która pozwoli zapobiec zagładzie całej ludzkości. Każdy z pielgrzymów może przedstawić jej swoją prośbę, lecz wysłuchany zostanie tylko jeden. Pozostali będą musieli zginąć. "
9788308074688,Sapiens. Od zwierząt do bogów ,01/01/2011,544,,Yuval Noah Harari,Wydawnictwo Literackie,"Opowieść, która zmieniła postrzeganie ludzkiego gatunku."
9788376867243,Okrutny książę ,01/01/2018,423,Okrutny książę ,Holly Black,Jaguar,"Krwawa zbrodnia na zawsze odmienia los trzech sióstr. Zostają porwane do świata elfów, bajecznego Elysium. Upływa dziesięć lat; Jude pragnie za wszelką cenę odnaleźć swoje miejsce w krainie elfów – lecz dumni elfowie gardzą śmiertelniczką, a wzgardliwszy od innych jest książę Cardan, najmłodszy i najokrutniejszy z potomków Najwyższego Króla."
9788328037342,Małe życie ,10/03/2015,817,Kolekcja 70 lat Empik ,Hanya Yanagihara,W.A.B.,"Zachwycająca powieść o przyjaźni poddanej ogromnej próbie. Oto historia życia czterech przyjaciół – o ich niełatwym dojrzewaniu, ogromnych sukcesach, bolesnych wyborach i tyranii pamięci, od której nie sposób czasem się uwolnić…"
9788381432979,Piętno ,06/05/2020,461,Igor Brudny ,Przemysław Piotrowski,Czarna Owca,"Igor Brudny to twardy warszawski glina, który woli nie wracać do swojej przeszłości. Tym razem może jednak nie mieć innego wyjścia."
9788381786065,Devil ,28/07/2021,354,Inferno ,Julia Brylewska,NieZwykłe,"Wracając do Filadelfii, dwudziestoczteroletnia Hailey Warren ma prosty plan. Zamierza spędzić czas z bliskimi, znaleźć pracę i wynająć małe mieszkanie w centrum. Los oferuje jej jednak całkiem inny scenariusz, gdy na jaw wychodzi prawda."
9788382154115,Terapeutka ,14/04/2021,384,,B.A. Paris,Albatros,NOWA POWIEŚĆ AUTORKI BESTSELLEROWEGO ZA ZAMKNIĘTYMI DRZWIAMI. B.A. PARIS W WIELKIM STYLU POWRACA DO GATUNKU THRILLERA PSYCHOLOGICZNEGO! 
9788395846809,Finansowa Forteca ,30/09/2020,800,,Marcin Iwuć,FBO Marcin Iwuć,"Chcesz inwestować, ale nie wiesz, od czego zacząć? Czujesz opór przed nudnymi książkami? Masz dość akademickich tomiszczy, naszpikowanych trudnymi zagadnieniami, z których nic nie wynika? Zamiast próbować „uczyć się inwestować”, zbuduj krok po kroku Finansową Fortecę, która skutecznie ochroni majątek Twój i Twojej rodziny! "
9788381166102,Oko świata ,01/01/1990,956,Koło Czasu ,Robert Jordan,Zysk i S-ka,"Rand, Mat i Perrin mieszkają w Polu Emonda, sennej wiosce gdzieś na końcu świata. Chłopcy wiodą monotonne życie, nieświadomi, że dni ich beztroski dobiegają końca. Oto do wioski przybywa tajemnicza kobieta imieniem Moraine. Jest ona członkinią potężnego zakonu kobiet władających Jedyną Mocą - Aes Sedai. Przynosi ze sobą ostrzeżenie przed mrocznymi siłami Czarnego, który budzi się z uśpienia, by zapanować nad wszystkimi istotami. Na potwierdzenie jej słów wioskę atakują krwiożercze trolloki - dzikie bestie, które wielu uważało za stwory wyłącznie z legend. Gdy Pole Emonda staje w ogniu, Moraine pomaga chłopcom w ucieczce, jest bowiem przekonana, że jeden z nich jest Smokiem Odrodzonym - wybrańcem, którego przeznaczeniem jest przeciwstawić się Czarnemu i stanąć kiedyś do Ostatniej Bitwy, Tarmon Gai'Don, od której wyniku zależą losy świata... "
9788381883542,Nadchodzi III wojna światowa ,26/10/2021,320,,Jacek Bartosiak,Rebis,Rywalizacja między wielkimi mocarstwami wchodzi w fazę krytyczną. Czy Stany Zjednoczone pójdą na wojnę z Chinami? Po czyjej stronie stanie Rosja? Czy Polska zostanie wciągnięta w III wojnę światową? Czy świat stoi na krawędzi nuklearnej zagłady?
9788381398688,Informacja zwrotna ,19/05/2021,528,,Jakub Żulczyk,Świat Książki,Nazywam się Marcin Kania. Jestem alkoholikiem i zaraz zabiję człowieka.
9788379644964,Pan Lodowego Ogrodu - księga I ,01/01/2005,660,Pan Lodowego Ogrodu ,Jarosław Grzędowicz,Fabryka Słów,"Władza uzależnia, szczególnie w połączeniu z magią. Wyobraź sobie, że stałeś się bogiem – ktoś miałby cię tego stanu pozbawić?"
9788366657311,Niewidzialne życie Addie LaRue ,06/10/2020,608,,Victoria Schwab,We need YA,"Nigdy nie módl się do bogów, którzy odpowiadają po zmroku”."
9788382100938,Święto ognia ,15/09/2021,256,,Jakub Małecki,Sine Qua Non,"Tata tańczy za szybą. Podnosi rozmazane przez deszcz ręce i kołysze rozmazaną przez deszcz głową, ma zamknięte oczy i ja w końcu też zamykam swoje, i śpię, i budzę się rano, i znowu jesteśmy razem."
9788366278370,Siedmiu mężów Evelyn Hugo ,13/07/2017,536,,Taylor Jenkins Reid,Czwarta Strona,"Powieść, którą pokochały Amerykanki!"
9788381787543,Krucha tęsknota ,26/08/2020,372,,Cora Reilly,NieZwykłe,Jednotomowa powieść ze świata „The Camorra Chronicles”!
9788381786928,Brutalny książę ,14/07/2020,305,Okrutne dziedzictwo ,Sophie Lark,NieZwykłe,Jej przyszły mąż zdecydowanie nie jest księciem z bajki.
9788328061477,Pacjentka ,13/03/2019,352,,Alex Michaelides,W.A.B.,Najbardziej oczekiwany thriller psychologiczny 2019 roku!
9788382158106,Zostań przy mnie ,13/02/2013,416,,Harlan Coben,Albatros,"Troje ludzi, mroczne sekrety i przeszłość, która zagraża ich życiu…"
9788381787154,Clash ,18/11/2020,489,Niebezpieczne zakręty ,Belle Aurora,NieZwykłe,Autorka bestsellerowej serii „Raw Family”!
9788379761159,Nasz ostatni dzień ,05/09/2017,408,,Adam Silvera,We need YA,Bestsellerowy autor Raczej szczęśliwego niż nie i Zostawiłeś mi tylko przeszłość zachwyca nową poruszającą powieścią.
9788380751606,Behawiorysta ,26/10/2016,496,Gerard Edling ,Remigiusz Mróz,Filia,"Zamachowiec zajmuje przedszkole, grożąc, że zabije wychowawców i dzieci. Policja jest bezsilna, a mężczyzna nie przedstawia żadnych żądań. Nikt nie wie, dlaczego wziął zakładników, ani co zamierza osiągnąć. Sytuację komplikuje fakt, że transmisja na żywo z przedszkola pojawia się w internecie."
9788379645282,Wojna makowa ,01/05/2018,640,Wojna makowa ,Rebecca F. Kuang,Fabryka Słów,"Kiedy jesteś sierotą wojenną świat ma dla ciebie głównie pogardę, odrzucenie, brutalność i ból. Czasem, jeśli akurat masz szczęście, obojętność. Jeśli natomiast do tego jesteś dziewczynką, szczęście ma twoja przybrana rodzina. Zawsze może ubić interes i sprzedać cię na żonę jakiemuś zamożnemu staruchowi. Rin doświadczyła tego wszystkiego. Jest nikim, jej życie nie ma dla nikogo żadnego znaczenia, nikogo też nie obchodzi jej los. Jeśli chce wydostać się z rynsztoka, w którym się wychowała, ma tylko dwie drogi. Pierwsza wiedzie przez łóżko obmierzłego starca. Druga, przez bramę Akademii Sinegradzkiej – elitarnej szkoły wojskowej. Aby podążyć tą drugą drogą, Rin zrobi wszystko, co tylko leży w ludzkiej mocy. A nawet więcej. To nie jest historia o potędze nauki, sile przyjaźni czy starciach wielkiej magii. To jest historia o kołach czasu, które nieustępliwie i bezlitośnie mielą ludzkie losy. I o dziewczynie, która zniszczyła cały mechanizm. Kamieniem, bo na miecz była za biedna. "
9788380313712,Słowik ,03/02/2015,560,,Kristin Hannah,Świat Książki,"Dwie siostry, Isabelle i Vianne, dzieli wszystko: wiek, okoliczności, w jakich przyszło im dorastać, i doświadczenia. Kiedy w 1940 roku do Francji wkracza armia niemiecka, każda z nich rozpoczyna własną niebezpieczną drogę do przetrwania, miłości i wolności."
9788375780635,Ostatnie życzenie ,01/01/1993,332,Wiedźmin Geralt z Rivii ,Andrzej Sapkowski,superNOWA,"Później mówiono, że człowiek ów nadszedł od północy, od Bramy Powroźniczej. Nie był stary, ale włosy miał zupełnie białe. Kiedy ściągnął płaszcz, okazało się, że na pasie za plecami ma miecz."
9788381787130,Fałszywa narzeczona ,15/12/2021,393,NA NIBY ,Wiktoria Lange,NieZwykłe,Idealna propozycja dla fanów bestsellera Narzeczona na chwilę!
9788379859382,Za zamkniętymi drzwiami ,11/02/2016,304,,B.A. Paris,Albatros,Perfekcyjna para? Doskonałe małżeństwo? Czy idealne kłamstwo?
9788382151541,Trzynasta opowieść ,01/01/2006,448,Seria butikowa ,Diane Setterfield,Albatros,Był sobie kiedyś dom zwany Angelfield.
9788328095014,Tajemnica domu w Bielinach ,24/11/2021,234,Klub Kwiatu Paproci ,Katarzyna Berenika Miszczuk,Wilga,"Katarzyna Berenika Miszczuk, autorka kilkunastu bestsellerowych książek, zaprasza do magiczno-słowiańskiego świata Bielin w pierwszym tomie serii dla dzieci „Klub kwiatu paproci”. To będzie niezwykła przygoda dla całej rodziny!"
9788381259309,Była sobie rzeka ,04/12/2018,480,Seria butikowa ,Diane Setterfield,Albatros,"To była najdłuższa noc w roku, kiedy wszystko może się zdarzyć."
9788366873391,Filozofia dla zabieganych. Mała książeczka o wielkich ideach ,10/11/2021,512,,Jonny Thomson,Insignis Media,Kiedy kaczka nie jest kaczką?
9788381787468,Złamane serca ,07/01/2020,432,Camorra Chronicles ,Cora Reilly,NieZwykłe,Piąty tom nowej serii autorki słynnych „Złączonych”!
9788328719149,Zniewalający opiekun ,28/05/2013,512,Rock Chick ,Kristen Ashley,Akurat,"Sadie Townsend niezwykle ciężko pracowała na swoją reputację lodowej księżniczki. Piękna i bogata. Jej ojciec, obecnie przebywający w więzieniu narkotykowy boss, trzymał ją pod kontrolą przez całe życie, a ona nauczyła się trzymać pod kontrolą swoje emocje i uczucia. Ale pewnej ostro zakrapianej nocy pokazuje Hectorowi prawdziwą Sadie, a ten nie cofnie się przed niczym, by ją zdobyć."
9788375154580,It Ends with Us ,02/08/2016,352,It ends with us ,Colleen Hoover,Otwarte,"Czasem te osoby, które najmocniej nas kochają, potrafią też najmocniej ranić."
9788381786942,Złączeni Krwią. Antologia ,10/12/2020,281,Born in Blood Mafia Chronicles ,Cora Reilly,NieZwykłe,Nowe opowiadania z życia uwielbianych przez czytelników bohaterów powieści Cory Reilly z serii „Born in Blood Mafia Chronicles”!
9788324061037,"Gorzko, gorzko ",25/11/2020,656,,Joanna Bator,Znak,"""Gorzko, gorzko"" to opowieść o pragnieniu miłości i wolności, które dojrzewa w życiu i marzeniach czterech pokoleń kobiet. Dlaczego Berta popełniła zbrodnię? Kiedy Barbara nauczyła się tak dobrze rzucać nożem? Dlaczego Violetta otworzyła wek Pandory i co w nim było? Czy Kalinie uda się poznać prawdę? Historię Berty, Barbary i Violetty opowiada Kalina, która w Wałbrzychu, Unisławiu Śląskim i Sokołowsku odnajduje brakujące fragmenty rodzinnej historii i zszywa je w całość. Mozolnie rekonstruując pamięć swej naznaczonej traumą rodziny, mierzy się zarazem z własną miłosną utratą."
9788365928405,Obca ,01/01/1991,712,Obca ,Diana Gabaldon,Świat Książki,Nie przegapcie żadnej części sagi Diany Gabaldon. W tych bestsellerowych książkach ożywa fascynująca opowieść o podróżniczce w czasie Claire Randall i osiemnastowiecznym Szkocie Jamiem Fraserze.
9788381433563,Człowiek w poszukiwaniu sensu ,13/10/2004,224,,Viktor E. Frankl,Czarna Owca,"Człowiek w poszukiwaniu sensu Viktora E. Frankla to jedna z najbardziej wpływowych książek w literaturze psychiatrycznej od czasu Freuda. Zaczyna się od długiego, suchego i głęboko poruszającego osobistego eseju o pięcioletnim pobycie Frankla w Auschwitz i innych obozach koncentracyjnych i jego wysiłkach w tym czasie, by znaleźć powody do życia. Druga część książki opisuje metody psychoterapeutyczne, które Frankl opracował jako pierwszy na bazie swoich doświadczeń z obozów. Freud uważał, że życiem człowieka rządzi popęd seksualny i pokusy. Frankl z kolei wierzy, że najgłębszym popędem człowieka jest poszukiwanie sensu i celu. Logoterapia Frankla zatem bardziej przystaje do zachodnich religii niż freudeowskiej psychoterapii. "
9788328707092,Nowy wspaniały świat ,01/01/1932,256,,Aldous Huxley,Muza,"„Nowy wspaniały świat” to jedna z najsłynniejszych antyutopii w literaturze XX wieku. Przedstawiona w powieści Huxleya wizja przyszłego społeczeństwa, które osiągnęło stan całkowitego zorganizowania i zrealizowało ideał powszechnej szczęśliwości, jest wizją przerażającą."
9788366967434,Almond ,05/05/2020,240,,Sohn Won-Pyung,Mova,Spotykają się dwa potwory. Jednym z nich jestem ja.
9788380751002,Promyczek ,06/05/2016,592,Promyczek ,Kim Holden,Filia,"Życie Kate Sedgwick nigdy nie było bezbarwne. Dziewczyna pomimo problemów i tragedii zachowała pogodę ducha – nie bez powodu jej przyjaciel Gus nazywa ją Promyczek. Kate jest pełna życia, bystra, zabawna, ma również wybitny talent muzyczny. Nigdy jednak nie wierzyła w miłość. Właśnie dlatego – gdy wyjeżdża z San Diego by studiować w Grant, małym miasteczku w Minnesocie – kompletnie nie spodziewa się, że przyjdzie jej pokochać Kellera Banksa."
9788377478844,Szklany tron ,08/07/2012,512,Szklany Tron ,Sarah J. Maas,Uroboros,Tylko teraz światowy bestseller Sarah J. Maas w ekskluzywnej oprawie twardej!
9788324589883,Pierwszy śnieg ,01/01/2007,432,Harry Hole ,Jo Nesbø,Wydawnictwo Dolnośląskie,"Jest listopad, w Oslo właśnie spadł pierwszy śnieg. Birte Becker po powrocie z pracy do domu chwali syna i męża za ulepienie bałwana w ogrodzie. Nie jest on jednak ich dziełem. Stają przy oknie - i widzą, że bałwan jest skierowany twarzą w stronę domu. Patrzy wprost na nich."
9788381394062,"Rzeczy, które czynimy z miłości ",21/01/2009,464,,Kristin Hannah,Świat Książki,"Kristin Hannah, ulubiona powieściopisarka polskich czytelniczek, autorka licznych bestsellerów „New York Timesa”, trafia do najgłębszych i najwrażliwszych zakamarków naszych serc."
9788366517981,Gołąb i wąż ,03/09/2019,476,Gołąb i wąż ,Shelby Mahurin,We need YA,"Louise uciekła przed dwoma laty z sabatu, wyrzekając się magii i swoich mocy."
9788380742994,Polowanie na psy ,19/05/2021,488,Wściekłe psy ,Mieczysław Gorzka,Bukowy Las,"Komisarz Marcin Zakrzewski, bohater bestsellerowego cyklu kryminalnego „Cienie przeszłości“ powraca! Kilka dni przed stanem wojennym w grudniu 1981 roku we Wrocławiu zostaje brutalnie zamordowane starsze małżeństwo. Sprawę prowadzi doświadczony oficer MO kapitan Marek Piekło wraz z sierżantem Tadeuszem Majerem. Piekło to alkoholik i początkowo niełatwe śledztwo jest ostatnią rzeczą, którą chce się zajmować. Kiedy wprowadzony zostaje stan wojenny, wszystko się zmienia. Do śledztwa wtrąca się służba bezpieczeństwa, na jego przebieg coraz większy wpływ mają doraźne korzyści i prywatne interesy. Kapitan Piekło nie daje sobie niczego narzucić i jako jedyny próbuje złapać prawdziwego zabójcę. Niestety, konflikty z sierżantem Majerem, stan wojenny i alkoholizm skutecznie mu w tym przeszkadzają. W śledztwie panuje chaos, tymczasem morderca uderza ponownie. Współcześnie komisarz Marcin Zakrzewski i policjanci z jego ekipy prowadzą śledztwo w sprawie zabójstw policjantów. Morderca ogłosił, że nie zatrzyma się tak długo, aż policja odnajdzie mordercę z początku lat osiemdziesiątych. Od samego początku Zakrzewski jest w trudnej sytuacji. Zabójca nie zostawia śladów i właściwie żaden policjant nie może czuć się bezpiecznie. Na Zakrzewskiego naciskają przełożeni, pojawiają się oskarżenia o nieprzestrzeganie procedur i zarzuty, że sobie nie radzi. Zakrzewski próbuje rozwiązać równocześnie dwie sprawy, tę sprzed lat i obecną, zanim pojawią się kolejne ofiary. Jeszcze nie wie, że gra idzie o wielką stawkę, a prawda jest bardzo niebezpieczna. "
9788324073139,Ucieczka od bezradności ,06/09/2021,362,,Tomasz Stawiszyński,Znak Literanova,"CZEGO OBAWIA SIĘ WSPÓŁCZESNA KULTURA? JAKIE TEMATY WYPIERA? I JAK MOŻEMY PORADZIĆ SOBIE W ŚWIECIE, W KTÓRYM NIE MA MIEJSCA NA BEZRADNOŚĆ?"
9788382195507,Zapomniany ,27/10/2021,412,Zapomniany ,Adrian Bednarek,Zaczytani,"Kiedy tracisz wolność, budzą się pierwotne instynkty. Do czego się posuniesz, by odzyskać stracone życie?"
9788328716735,Mursz ,24/11/2021,352,,Ewa Przydryga,Muza,"Las, który odcisnął krwawe piętno na życiu okolicznych mieszkańców, przypieczętuje także jej los…"
9788378899174,Złączeni honorem ,14/12/2014,285,Born in Blood Mafia Chronicles ,Cora Reilly,NieZwykłe,Nawet w piersi zimnego drania bije serce. Ona zamierza wślizgnąć się do jego.
9788328092679,"Rosja od kuchni. Jak zbudować imperium nożem, chochlą i widelcem ",10/11/2021,384,,Witold Szabłowski,W.A.B.,"Z tej książki dowiecie się, jak – i po co! - kucharz Stalina uczył kucharza Gorbaczowa śpiewać do drożdżowego ciasta. Dlaczego Nina, kucharka z wojny w Afganistanie, zmuszała się, by gotując, myśleć o czymś przyjemnym. Kto wygrał konkurs na najlepszą stołówkę z tych, które powstały wokół Czarnobyla tuż po katastrofie. I dlaczego Breżniew nienawidził kawioru."
9788367022002,Trzy siostry ,05/10/2021,430,Tatuażysta z Auschwitz ,Heather Morris,Marginesy,"Obietnica bycia razem. Nierozerwalna więź. Miłość, nadzieja i oddanie."
9788382342154,Billy Summers ,03/08/2021,608,,Stephen King,Prószyński i S-ka,Najnowsza książka mistrza gatunku.
9788381693080,"Red, White & Royal Blue ",14/05/2019,476,,Casey McQuiston,Prószyński i S-ka,"Co się stanie, gdy Pierwszy Syn Ameryki zakocha się w księciu Walii?"
9788380311015,Jeździec miedziany ,01/01/2001,720,Jeździec miedziany ,Paullina Simons,Świat Książki,"Wybucha II wojna. Siedemnastoletnia Tatiana błyskawicznie staje się dorosła. Podczas blokady Leningradu jest podporą dla całej rodziny. Wielką miłością do Aleksandra, młodego oficera, nie ma kiedy się nacieszyć. Gdy chłopak, skrywający politycznie niebezpieczną tajemnicę, nagle znika, Tatiana jest w ciąży i udaje się w głąb Rosji, by odnaleźć ukochanego. Wspaniała historia uczucia, które pozwoliło przetrwać wojenny koszmar. "
9788310126450,Złodziejka książek ,22/01/2014,496,,Markus Zusak,Nasza Księgarnia,"Światowy bestseller, na podstawie którego powstał film wytwórni Twentieth Century Fox."
9788381436366,Latarnicy ,28/11/2021,368,,Emma Stonex,"Czarna Owca,Wydawnictwo Echa","Podobno nigdy nie odkryjemy, co się z nimi stało. Podobno morze strzeże swych tajemnic…"
9788366839823,Wybaczam ci ,14/07/2021,432,,Remigiusz Mróz,Czwarta Strona,"Ina Kobryn prowadzi spokojne, uporządkowane życie. Spełnia się w pracy, wraz z mężem stara się o dziecko i właściwie nie ma powodów do zmartwień. Wszystko zmienia się, gdy pewnej nocy siada przed laptopem i dostrzega, że mąż nie wylogował się ze swojego konta na Facebooku. Jej wzrok pada na krótką wiadomość o treści „wybaczam ci”, pochodzącą od nieznajomej dziewczyny."
9788379646432,Cień utraconego świata ,04/08/2014,880,Trylogia Licaniusa ,James Islington,Fabryka Słów,"Nie ufaj niczemu, nawet własnemu umysłowi"
9788367053075,Żona mordercy ,30/11/2021,456,,Victor Methos,Czarna Dama,"Victor Methos, autor bestsellerowego „The Neon Lawyer” (Neonowy prawnik), tym razem stworzył wciągający thriller o prawniczce, która musi się zmierzyć z najmroczniejszym okresem swojej przeszłości i najgorszymi obawami o przyszłość…"
