ISBN,title,publish_date,no_pages,series,author,publisher,description
9788328720220,Krew i popiół ,30/03/2020,512,Krew i popiół ,Jennifer L. Armentrout,You&Ya,"Poppy jest Panną. Jej życie jest pełne samotności. Nikt nie może jej dotknąć. Tylko garstka wybrańców może zobaczyć jej twarz albo z nią porozmawiać. Jej egzystencja jest pozbawiona wszelkiej przyjemności. Poświęcona bogom, ma tylko jedno zadanie - przygotować się do Ascendencji, rytuału, który ma zapoczątkować nową erę."
9788367054966,Wstyd ,13/04/2022,408,,Robert Małecki,Czwarta Strona,"Wstyd zamyka nam usta. Ale przemilczane sprawy zawsze wracają. Julia Karlińska, była policjantka nazywana Karlą, uczy historii w liceum medycznym i samotnie wychowuje nastoletnich bliźniaków. Mundur odwiesiła po tragicznej śmierci męża, policjanta, który zginął w wypadku motocyklowym. Sprawcy tragedii nigdy nie odnaleziono."
9788382660074,Heartstopper. Tom 1 ,01/10/2018,288,Heartstopper ,Alice Oseman,Jaguar,"Powieść graficzna LGBTQ+ o życiu, miłości i wszystkim, co dzieje się pomiędzy – gratka dla fanów filmu Twój Simon i książek Holly Bourne."
9788381392686,Gdzie śpiewają raki ,30/10/2019,416,,Delia Owens,Świat Książki,"Pogłoski o Dziewczynie z Bagien latami krążyły po Barkley Cove, sennym miasteczku u wybrzeży Karoliny Północnej. Dlatego pod koniec 1969 roku, gdy na mokradłach znaleziono ciało przystojnego Chase’a Andrewsa, miejscowi zwrócili się przeciwko Kyi Clark, zwanej Dziewczyną z Bagien."
9788381959865,Obrazy z przeszłości ,18/05/2022,464,Seweryn Zaorski ,Remigiusz Mróz,Filia,"Dwadzieścia lat temu w Żeromicach zaginęła jedna z mieszkanek – prowadzący postępowanie policjanci nigdy nie ustalili, co stało się z dziewczyną, a śledczy nie odnaleźli żadnego tropu, który pozwoliłby wyjaśnić zagadkę. Pierwsze ślady pojawiły się dopiero dwie dekady później, kiedy w okolicznych lasach zaczęto odkrywać rzeczy mogące należeć do zaginionej."
9788382153767,Życie Violette ,14/05/2021,480,,Valerie Perrin,Albatros,Oda do szczęścia i pochwała radości z małych rzeczy.
9788381958325,Obcy ,23/02/2022,352,,Max Czornyj,Filia,"SĄ LUDZIE, KTÓRZY TWIERDZĄ, ŻE ZŁO TO BRAK DOBRA. A JA JESTEM PEWNY, ŻE ZŁO TO TYLKO I WYŁĄCZNIE CZŁOWIEK."
9788365970343,27 śmierci Toby’ego Obeda ,22/05/2019,344,Seria Reporterska ,Joanna Gierak-Onoszko,Dowody na Istnienie,"To też jest Kanada: siedem zapałek w słoiku, sny o czubkach drzew, powiewające na wietrze czerwone suknie, dzieci odbierane rodzicom o świcie. I ludzie, którzy nie mówią, że są absolwentami szkół z internatem. Mówią: jesteśmy ocaleńcami. Przetrwaliśmy."
9788381955294,Narzeczona nazisty ,30/06/2021,584,,Barbara Wysoczańska,Filia,"Czym była miłość w obliczu gigantycznej nienawiści, śmierci i poniżenia?"
9788367054928,Jedno po drugim ,08/09/2020,464,,Ruth Ware,Czwarta Strona,"Luksusowy domek w górach wydaje się rajem na ziemi. Do czasu, gdy lawina nie zmieni go w piekło. Pobyt w luksusowym, rustykalnym domku narciarskim we francuskich Alpach wydaje się przyjemnością. Chyba że bierzesz właśnie udział w wyjeździe służbowym, a każdy z ośmiu współpracowników ma coś do zyskania, coś do stracenia i coś do ukrycia. Kiedy współzałożyciel modnego londyńskiego startupu technologicznego organizuje wyjazd dla zespołu w góry, wszystko wydaje się dobrze zaplanowane. Schody zaczynają się, kiedy na stole pojawia się pewna oferta. Stawka jest wysoka – w grę wchodzą miliardy. Zdania w zespole są podzielone, a napięcie sięga zenitu. Burza szalejąca wewnątrz chaty nie może się jednak równać z tą na zewnątrz. Niszczycielska lawina odcina domek od świata zewnętrznego. Co gorsza, jedna z osób nie zdążyła wrócić ze zbocza, gdy uderzyła lawina…"
9788382158120,Jedno życzenie ,26/01/2022,448,,Nicholas Sparks,Albatros,"Historia pierwszej miłości, której ślad pozostaje w nas na zawsze, i o decyzjach, których skutki odczuwamy przez całe życie."
9788367054584,Mroczna krypta ,13/11/2018,645,Archiwum ,Victoria Schwab,We need YA,"Autorka bestsellerowego „Niewidzialnego życia Addie LaRue” przedstawia niesamowitą opowieść o uniwersum, w którym ludzkie dusze spoczywają jak książki na półkach pewnej sekretnej biblioteki."
9788381350839,Sen o okapi ,14/04/2021,344,,Mariana Leky,Otwarte,"Za każdym razem gdy Selmie śni się okapi, na mieszkańców jej wioski pada blady strach."
9788382022490,Biblioteka o Północy ,13/08/2020,398,,Matt Haig,Zysk i S-ka,"Błyskotliwa opowieść o tym, jak dokonane przez nas wybory wpływają na dobrze lub źle przeżyte życie."
9788381397339,Gdzie poniesie wiatr ,27/01/2021,460,,Kristin Hannah,Świat Książki,Jaką cenę ma amerykański sen?
9788324064212,W środku jesteśmy baśnią. Mowy i rozmowy ,14/03/2022,548,,Wiesław Myśliwski,Znak,Autoportret Mistrza
9788381787819,Angry God ,09/02/2022,333,Gods Of Law ,Julia Brylewska,NieZwykłe,"Autorka bestsellerowej serii „Inferno” powraca z nową, mroczną powieścią!"
9788328037342,Małe życie ,10/03/2015,817,Kolekcja 70 lat Empik ,Hanya Yanagihara,W.A.B.,"Zachwycająca powieść o przyjaźni poddanej ogromnej próbie. Oto historia życia czterech przyjaciół – o ich niełatwym dojrzewaniu, ogromnych sukcesach, bolesnych wyborach i tyranii pamięci, od której nie sposób czasem się uwolnić…"
9788375154580,It Ends with Us ,02/08/2016,352,It ends with us ,Colleen Hoover,Otwarte,"Czasem te osoby, które najmocniej nas kochają, potrafią też najmocniej ranić."
9788328388901,Start a Fire. Runda druga ,23/03/2022,720,Trylogia Hell ,P.S. Herytiera,BeYa,"Płoniemy w ogniu, który sami rozpaliliśmy"
9788381788052,Złamane pragnienia ,09/03/2021,385,Camorra Chronicles ,Cora Reilly,NieZwykłe,"Adamo, jako najmłodszy z owianego złą sławą klanu Falcone, szybko zrozumiał, jakimi prawami rządzi się świat, w którym żyje. Świat pełen krwi i przemocy. Wkrótce narkotyki stały się dla niego sposobem na radzenie sobie z rzeczywistością. "
9788382154115,Terapeutka ,14/04/2021,384,,B.A. Paris,Albatros,NOWA POWIEŚĆ AUTORKI BESTSELLEROWEGO ZA ZAMKNIĘTYMI DRZWIAMI. B.A. PARIS W WIELKIM STYLU POWRACA DO GATUNKU THRILLERA PSYCHOLOGICZNEGO! 
9788377313879,Zew nocnego ptaka ,01/07/2007,940,Matthew Corbett ,Robert McCammon,Vesper,"Rok 1699. Fount Royal to niewielka osada w Południowej Karolinie, gdzieś na skraju brytyjskich koloni w Ameryce. Miasteczko leży nad oceanem, otoczone bagnami, lasami, a w okolicy roi się od Indian. Pewnego dnia w makabryczny sposób ginie miejscowy pastor, a jakiś czas później jeden z najbardziej szanowanych mieszkańców - Daniel Howarth. W dodatku na osadę spada fala nieszczęść - plony są słabe, ludzie zaczynają chorować i umierać, pożary trawią kolejne zabudowania, a w dodatku od kilku tygodni niemal nieustannie pada deszcz. Mieszkańcy osady są przekonani, że odpowiedzialna za to jest wiedźma. Podejrzenia pada na świeżo upieczoną wdowę - Rachel Howarth, jest młoda, piękna, w jej domu znaleziono słomiane lalki, na ciele ma znamiona, nie chce odmówić Modlitwy Pańskiej, a świadkowie zeznają, że widzieli jak spółkowała z samym Szatanem. Na wezwanie burmistrza do osady przybywa sędzia Issac Woodward i jego młody sekretarz Matthew Corbett. Mimo iż dowody i zeznania nie pozostawiają złudzeń i wiedźmę czeka śmierć na stosie Matthew nie wierzy w jej winę. Rozpoczyna własne śledztwo w trakcie którego na jaw zaczynają wychodzić skrzętnie skrywane tajemnice osadników. Rozpoczyna się gra w której stawką jest nie tylko życie Rachel, ale i przyszłość całego Fount Royal."
9788366278370,Siedmiu mężów Evelyn Hugo ,13/07/2017,536,,Taylor Jenkins Reid,Czwarta Strona,"Powieść, którą pokochały Amerykanki!"
9788382153651,Klara i słońce ,02/03/2021,320,,Kazuo Ishiguro,Albatros,Jedna z najbardziej wyczekiwanych książek 2021 roku.
9788328707092,Nowy wspaniały świat ,01/01/1932,256,,Aldous Huxley,Muza,"„Nowy wspaniały świat” to jedna z najsłynniejszych antyutopii w literaturze XX wieku. Przedstawiona w powieści Huxleya wizja przyszłego społeczeństwa, które osiągnęło stan całkowitego zorganizowania i zrealizowało ideał powszechnej szczęśliwości, jest wizją przerażającą."
9788396287823,Obiecałem ci gwiazdy ,17/03/2022,358,Trylogia Moon ,Weronika Schmidt,Imagine Books,Maddy i Noah połączyła w dzieciństwie niezwykła przyjaźń. Wyjątkowa więź pozostała w ich sercach pomimo czterech lat rozłąki.
9788328720749,Powróćmy do siebie ,23/02/2021,352,Willow Creek Valley ,Corinne Michaels,Muza,Czy każdy zasługuje na drugą szansę?
9788381787871,Piękny kryminalista ,29/09/2020,326,Piękni gangsterzy ,J.T. Geissinger,NieZwykłe,"Drugi tom serii mafijnej autorki bestsellerowych powieści Kontrakt Jacksona, Układ z Cameronem i Gra Matteo!"
9788381432979,Piętno ,06/05/2020,461,Igor Brudny ,Przemysław Piotrowski,Czarna Owca,"Igor Brudny to twardy warszawski glina, który woli nie wracać do swojej przeszłości. Tym razem może jednak nie mieć innego wyjścia."
9788381786065,Devil ,28/07/2021,354,Inferno ,Julia Brylewska,NieZwykłe,"Wracając do Filadelfii, dwudziestoczteroletnia Hailey Warren ma prosty plan. Zamierza spędzić czas z bliskimi, znaleźć pracę i wynająć małe mieszkanie w centrum. Los oferuje jej jednak całkiem inny scenariusz, gdy na jaw wychodzi prawda."
9788382511079,Jutro będziesz mój ,11/05/2021,460,An Adair Family ,Samantha Young,Słowne (dawniej Burda Media Polska),"Posiadłość Ardnoch jest bezpieczną przystanią sławnych i bogatych. Dla ludzi spoza wyższych sfer jest niedostępna i równie tajemnicza, co jej właściciel, były gwiazdor Hollywood Lachlan Adair. Teraz spokojnej rezydencji grozi wielki skandal."
9788366013407,Wrony ,23/11/2020,184,,Petra Dvořáková,Stara Szkoła,Bestseller z Czech! Kameralna opowieść o świetle i mroku.
9788381351041,Nagie serca ,20/08/2020,400,,Colleen Hoover,Otwarte,"""− Nie zamierzałam kończyć tych wakacji ze złamanym sercem."
9788367093309,Córka generała ,23/02/2022,382,,Magdalena Witkiewicz,Skarpa Warszawska,Inspirowana prawdziwymi wydarzeniami poruszająca opowieść o trudnej miłości w cieniu walki o przetrwanie.
9788380498136,Internat ,20/02/2019,288,Proza Świata ,Serhij Żadan,Czarne,"U Żadana koniec świata okazuje się początkiem niebezpiecznej przygody, wstępem do naprawdę długiego koszmaru. Pasza – trzydziestopięcioletni nauczyciel, mruk, idealista, przegryw – musi odnaleźć swojego siostrzeńca, a potem wrócić z nim do domu. Byłoby to może łatwe, gdyby nie wojna. Jakoś rok temu przywieźli ją ze sobą ci dziwni ludzie, od których czuć prochem, tytoniem i smarem. Mówią w języku Paszy, ale i w tym, który Pasza rozumie. Oni zmienili tu wszystko. Najpierw widywano ich w telewizji, potem na ulicach. W rezultacie ojczyzna Paszy została anulowana, a na jej miejsce podstawiono zrujnowane industrialne przedmieścia, opustoszałe wioski i miasto widmo, w którym grasują okupanci, płoną bloki i trwa kanonada. Z tej pułapki można się wymknąć tylko cudem lub za cenę ogromnego upokorzenia. Albo w trumnie."
9788381958455,Behawiorysta ,26/10/2016,496,Gerard Edling ,Remigiusz Mróz,Filia,"Zamachowiec zajmuje przedszkole, grożąc że zabije wychowawców i dzieci. Policja jest bezsilna, a mężczyzna nie przedstawia żadnych żądań. Nikt nie wie, dlaczego wziął zakładników, ani co zamierza osiągnąć. Sytuację komplikuje fakt, że transmisja na żywo z przedszkola pojawia się w internecie."
9788367022705,Diabeł ubiera się na czarno ,09/03/2021,400,,L.J. Shen,Wydawnictwo Luna,"Maddie Goldbloom wymyśliła sobie plan na życie, w którym wszystko jest idealne od kariery w branży modowej, przez urządzone w romantycznym stylu mieszkanie w Nowym Jorku, po chłopaka pediatrę."
9788379645282,Wojna makowa ,01/05/2018,640,Wojna makowa ,Rebecca F. Kuang,Fabryka Słów,"Kiedy jesteś sierotą wojenną świat ma dla ciebie głównie pogardę, odrzucenie, brutalność i ból. Czasem, jeśli akurat masz szczęście, obojętność. Jeśli natomiast do tego jesteś dziewczynką, szczęście ma twoja przybrana rodzina. Zawsze może ubić interes i sprzedać cię na żonę jakiemuś zamożnemu staruchowi. Rin doświadczyła tego wszystkiego. Jest nikim, jej życie nie ma dla nikogo żadnego znaczenia, nikogo też nie obchodzi jej los. Jeśli chce wydostać się z rynsztoka, w którym się wychowała, ma tylko dwie drogi. Pierwsza wiedzie przez łóżko obmierzłego starca. Druga, przez bramę Akademii Sinegradzkiej – elitarnej szkoły wojskowej. Aby podążyć tą drugą drogą, Rin zrobi wszystko, co tylko leży w ludzkiej mocy. A nawet więcej. To nie jest historia o potędze nauki, sile przyjaźni czy starciach wielkiej magii. To jest historia o kołach czasu, które nieustępliwie i bezlitośnie mielą ludzkie losy. I o dziewczynie, która zniszczyła cały mechanizm. Kamieniem, bo na miecz była za biedna. "
9788394027827,TRZECIA DEKADA. Świat dziś i za 10 lat ,22/11/2021,637,,Krzysztof Wojczal,Kancelaria Prawna Krzysztof Wojczal,"Książka została podzielona na dwie części. Analityczną oraz prognostyczną. Pierwsza stanowi swoistą fotografię świata utrwalającą obraz areny międzynarodowej znany nam dzisiaj. Druga, to szkic dający wyobrażenie, jak ta arena może wyglądać w 2030 roku. Ponad 600-stronicowe opracowanie opisuje kwestie m.in. międzynarodowego układu sił oraz rywalizacji toczącej się pomiędzy największymi mocarstwami świata: Stanami Zjednoczonymi, Chinami oraz Rosją, jak również pomiędzy wieloma innymi mniejszymi graczami. W książce znajdują się analizy oraz prognozy dotyczące 35 państw (w tym Polski) oraz 7 regionów. Opisane zostały nie tylko relacje międzynarodowe, ale i także największe atuty oraz słabości każdego z opisywanych krajów. W tym kwestie związane z gospodarką, handlem, finansami, geografią, demografią, infrastrukturą czy też wątki historyczno-kulturowe oraz te związane z polityką wewnętrzną. Początek treści ukazuje spojrzenie na zależności międzypaństwowe w zglobalizowanym świecie z dość odległej perspektywy, po to by następnie wciągnąć czytelnika w meandry zagadnień, które mogą decydować o przyszłych losach państw i narodów. "
9788382950120,Obłędy ,08/03/2022,576,Andrea Cherry ,Angela Santini,Prószyński i S-ka,Gdy długo skrywane obsesje stają się obłędami…
9788381433563,Człowiek w poszukiwaniu sensu ,13/10/2004,224,,Viktor E. Frankl,Czarna Owca,"Człowiek w poszukiwaniu sensu Viktora E. Frankla to jedna z najbardziej wpływowych książek w literaturze psychiatrycznej od czasu Freuda. Zaczyna się od długiego, suchego i głęboko poruszającego osobistego eseju o pięcioletnim pobycie Frankla w Auschwitz i innych obozach koncentracyjnych i jego wysiłkach w tym czasie, by znaleźć powody do życia. Druga część książki opisuje metody psychoterapeutyczne, które Frankl opracował jako pierwszy na bazie swoich doświadczeń z obozów. Freud uważał, że życiem człowieka rządzi popęd seksualny i pokusy. Frankl z kolei wierzy, że najgłębszym popędem człowieka jest poszukiwanie sensu i celu. Logoterapia Frankla zatem bardziej przystaje do zachodnich religii niż freudeowskiej psychoterapii. "
9788366839823,Wybaczam ci ,14/07/2021,432,,Remigiusz Mróz,Czwarta Strona,"Ina Kobryn prowadzi spokojne, uporządkowane życie. Spełnia się w pracy, wraz z mężem stara się o dziecko i właściwie nie ma powodów do zmartwień. Wszystko zmienia się, gdy pewnej nocy siada przed laptopem i dostrzega, że mąż nie wylogował się ze swojego konta na Facebooku. Jej wzrok pada na krótką wiadomość o treści „wybaczam ci”, pochodzącą od nieznajomej dziewczyny."
9788377313626,Battle Royale ,26/02/2003,772,,Koushun Takami,Vesper,"Grupa gimnazjalistów Republiki Wielkiej Azji Wschodniej zostaje uprowadzona ze szkolnej wycieczki i skierowana przez autorytarny rząd na niewielką, ewakuowaną z mieszkającej tam ludności wyspę. Pozostawieni sami sobie, dysponując dostarczonym im uzbrojeniem, mają tylko jedno zadanie: tak długo mordować się nawzajem, aż przeżyje tylko jeden. W tym czasie przeprowadzane są liczne pomiary, między innymi czasu potrzebnego na wykonanie zadania. Ostatnia pozostała przy życiu osoba z klasy (zwycięzca) otrzymuje zabezpieczenie na całe życie oraz dyplom gratulacyjny z podpisem Wodza. Nie ma możliwości sprzeciwu. Nie ma możliwości odmówienia udziału w „programie” bez groźby natychmiastowej śmierci – do szyj nastolatków przymocowano bowiem specjalne obroże z ładunkiem wybuchowym. Mogą albo poddać się grze i zabijać, albo samemu zginąć…"
9788308074688,Sapiens. Od zwierząt do bogów ,01/01/2011,544,,Yuval Noah Harari,Wydawnictwo Literackie,"Opowieść, która zmieniła postrzeganie ludzkiego gatunku."
9788365928221,1984 ,12/01/2022,336,,George Orwell,Świat Książki,"Jedna z najsłynniejszych powieści XX wieku! Nowe tłumaczenie, obnażające współczesne formy zniewolenia."
9788366967458,Wróć przed zmrokiem ,30/06/2020,416,,Riley Sager,Mova,Każdy dom skrywa jakąś historię i sekrety. Niektóre są naprawdę przerażające. 
9788328720237,Bracia di Caro ,26/01/2022,,Bracia di Caro ,Kinga Litkowiec,Muza,"Moje życie skończyło się w dniu, w którym straciłam rodzinę. Chciałam umrzeć, żeby nie czuć bólu, jaki towarzyszył mi codziennie. Kiedy wreszcie odważyłam się na ten krok, zjawił się on – Marco Di Caro. Mężczyzna, który postanowił mnie uratować. Był tajemnicą, którą zapragnęłam odkryć, a kiedy poznałam jego sekret, chciałam cofnąć czas. Po poznaniu jego brata mój świat wywrócił się do góry nogami."
9788381398688,Informacja zwrotna ,19/05/2021,528,,Jakub Żulczyk,Świat Książki,Nazywam się Marcin Kania. Jestem alkoholikiem i zaraz zabiję człowieka.
9788382155242,Pieśń o Achillesie ,20/09/2011,384,Seria butikowa ,Madeline Miller,Albatros,"Pod lśniącą zbroją bohatera kryje się człowiek z krwi i kości. W historii Achillesa obok okrucieństwa i siły jest miejsce na miłość i poświęcenie. Nad Achillesem, synem króla i pięknej nimfy, ciąży straszliwe fatum. Tylko on może zapewnić Grecji wygraną w wyniszczającej wojnie. Ale zwycięstwo dopełni się wtedy, kiedy zginie. Zapowiedź tej tragedii nie opuszcza go ani na krok, lecz Achilles nie żyje w jej cieniu. Jest najpiękniejszym, najsilniejszym i najbardziej utalentowanym synem Grecji, złotym dzieckiem, które z czasem przeistacza się w największego bohatera swoich czasów. Patroklosowi brakuje tego wszystkiego, co ma Achilles. Jest wygnańcem – dziwnym, słabym i nic nieznaczącym. A jednak pewnego dnia między chłopcami zadzierzga się nić przyjaźni… Kiedy po latach Grecję obiega wieść o porwaniu do Troi pięknej Heleny, Achilles, uwiedziony obietnicą nieśmiertelnej sławy, z innymi bohaterami gotuje się do walki. Razem z nim rusza Patroklos. Jeszcze nie wiedzą, że na polach pod Troją los upomni się o swoje – niezależnie od prób, które podejmą, aby go oszukać. To opowieść o bogach, królach, nieśmiertelnej sławie i ludzkich uczuciach. "
9788382660760,Piękno i bestie. Niebezpieczne baśnie ,09/03/2022,304,,Soman Chainani,Jaguar,"Dwanaście niebezpiecznych historii o tajemnicach, magii i zbuntowanych sercach. Ale też o rasizmie i wykluczeniu, o seksizmie i o pięknie, które może być… piętnem!"
9788372787873,Pułapki myślenia. O myśleniu szybkim i wolnym ,01/01/2011,667,,Daniel Kahneman,Media Rodzina,Czy ludzie są świadomymi i autonomicznymi autorami własnych wyborów i osądów?
9788382158199,Córka mordercy ,09/02/2022,384,,Jenny Blackhurst,Albatros,"Trudno żyć z takim piętnem. Nawet jeśli zmienisz nazwisko, i tak żyjesz w ciągłym lęku, że ktoś rzuci ci te słowa w twarz."
9788380313712,Słowik ,03/02/2015,560,,Kristin Hannah,Świat Książki,"Dwie siostry, Isabelle i Vianne, dzieli wszystko: wiek, okoliczności, w jakich przyszło im dorastać, i doświadczenia. Kiedy w 1940 roku do Francji wkracza armia niemiecka, każda z nich rozpoczyna własną niebezpieczną drogę do przetrwania, miłości i wolności."
9788381787147,Piękny gangster ,15/05/2020,327,Piękni gangsterzy ,J.T. Geissinger,NieZwykłe,"Seria mafijna autorki bestsellerowych powieści Kontrakt Jacksona, Układ z Cameronem i Gra Matteo!"
9788367176347,Las zaginionych ,09/03/2022,360,,Agnieszka Pietrzyk,Czwarta Strona,Łatwo jest błędnie odczytać czyjeś słowa.
9788381786928,Brutalny książę ,14/07/2020,305,Okrutne dziedzictwo ,Sophie Lark,NieZwykłe,Jej przyszły mąż zdecydowanie nie jest księciem z bajki.
9788375151435,November 9 ,10/11/2015,336,,Colleen Hoover,Otwarte,"„Kryminał kończy się, gdy zabójca zostaje schwytany. Biografię wieńczy ostatnie słowo o opisywanym życiu. Historia miłosna powinna połączyć zakochanych, prawda? W takim razie to chyba nie jest opowieść o miłości...“"
9788381107983,Genialna przyjaciółka ,01/10/2011,480,Genialna przyjaciółka ,Elena Ferrante,Sonia Draga,"Sześćdziesięcioletnia Elena Greco dowiaduje się, że Lila, jej przyjaciółka z czasów dzieciństwa, zniknęła bez śladu. Elena przypuszcza, że przyjaciółka wprowadziła w życie swoje odwieczne pragnienie zniknięcia ze świata, w którym żyła, usunąwszy przedtem wszelkie ślady swego istnienia. Chcąc znaleźć wytłumaczenie dla tego gestu, Elena postanawia opowiedzieć niezwykłą historię ich przyjaźni. I tu rozpoczyna się podróż w przeszłość, która przeniesie czytelnika w lata pięćdziesiąte ubiegłego wieku, na przedmieścia Neapolu."
9788308075258,Porządek dnia ,01/05/2017,152,,Eric Vuillard,Wydawnictwo Literackie,"Uhonorowana Nagrodą Goncourtów i wydana w niemal 40 krajach powieść o tym, jak rodziło się zło."
9788382158830,Przedsionek piekła ,09/03/2022,384,,Anna Bailey,Albatros,W miasteczku pełnym sekretów prawda leży głęboko pogrzebana…
9788381787888,Jego obietnica ,02/03/2022,347,,Anna Ciołko,NieZwykłe,"Sara Mróz uczyniła z rozmów kwalifikacyjnych prawdziwy sport. Uwielbiała je. Były dla niej źródłem wiedzy o ludziach i czystą rozrywką. Brylowała na nich i to ona je prowadziła, a nie jej potencjalni pracodawcy. Jednak tym razem po raz pierwszy szła na rozmowę zdesperowana. Pragnęła otrzymać pracę."
9788381788335,Naznaczeni grzechem ,15/09/2021,316,Grzechy ojców ,Cora Reilly,NieZwykłe,Naznaczeni grzechem. Część pierwsza 
9788381958226,Zaginieni ,01/01/2022,352,Echo ,Marcel Moss,Filia,JEDNI DOBROWOLNIE UKRYWAJĄ SIĘ PRZED ŚWIATEM. INNI NIE MAJĄ WYBORU…
9788378899174,Złączeni honorem ,14/12/2014,285,Born in Blood Mafia Chronicles ,Cora Reilly,NieZwykłe,Nawet w piersi zimnego drania bije serce. Ona zamierza wślizgnąć się do jego.
9788381351553,Ławrusznik ,23/03/2022,344,Seria gruzińska ,Paulina Jurga,Otwarte,"W domu, w którym dorastał Igor, nie było miejsca na miłość. Od najmłodszych lat był przyzwyczajany do przemocy i uczony brutalnych zasad. Dlatego nikogo nie zdziwiło, że wstąpił do gruzińskiej mafii. Jako kanonieri qurdi musiał podporządkować się całkowicie zwierzchnikom. Nie miał prawa do własnych decyzji ani do własnego życia. Tym bardziej nie miał prawa się zakochać…"
9788395846809,Finansowa Forteca ,30/09/2020,800,,Marcin Iwuć,FBO Marcin Iwuć,"Chcesz inwestować, ale nie wiesz, od czego zacząć? Czujesz opór przed nudnymi książkami? Masz dość akademickich tomiszczy, naszpikowanych trudnymi zagadnieniami, z których nic nie wynika? Zamiast próbować „uczyć się inwestować”, zbuduj krok po kroku Finansową Fortecę, która skutecznie ochroni majątek Twój i Twojej rodziny! "
9788382105612,Mroźny szlak ,23/03/2022,416,Straceńcy Madsa Voortena ,Marcin Mortka,SQN,Ten świat właśnie się kończy.
9788308074879,Przełęcz ,23/02/2022,,,Krzysztof Domaradzki,Wydawnictwo Literackie,"Są tajemnice, które bezpieczniej jest zostawić bez wyjaśnienia."
