ISBN,title,publish_date,no_pages,series,author,publisher,description
9788379645282,Wojna makowa ,01/05/2018,640,Wojna makowa ,Rebecca F. Kuang,Fabryka Słów,"Kiedy jesteś sierotą wojenną świat ma dla ciebie głównie pogardę, odrzucenie, brutalność i ból. Czasem, jeśli akurat masz szczęście, obojętność. Jeśli natomiast do tego jesteś dziewczynką, szczęście ma twoja przybrana rodzina. Zawsze może ubić interes i sprzedać cię na żonę jakiemuś zamożnemu staruchowi. Rin doświadczyła tego wszystkiego. Jest nikim, jej życie nie ma dla nikogo żadnego znaczenia, nikogo też nie obchodzi jej los. Jeśli chce wydostać się z rynsztoka, w którym się wychowała, ma tylko dwie drogi. Pierwsza wiedzie przez łóżko obmierzłego starca. Druga, przez bramę Akademii Sinegradzkiej – elitarnej szkoły wojskowej. Aby podążyć tą drugą drogą, Rin zrobi wszystko, co tylko leży w ludzkiej mocy. A nawet więcej. To nie jest historia o potędze nauki, sile przyjaźni czy starciach wielkiej magii. To jest historia o kołach czasu, które nieustępliwie i bezlitośnie mielą ludzkie losy. I o dziewczynie, która zniszczyła cały mechanizm. Kamieniem, bo na miecz była za biedna. "
9788366657434,Felix Ever After. Na zawsze Felix ,05/05/2020,358,,Kacen Callender,We need YA,"Felix Love nigdy nie był zakochany, a ironią losu jest nazwisko, które nosi. Desperacko chce się dowiedzieć, jak to jest kochać, i nie rozumie, dlaczego innym przychodzi to tak łatwo, a jemu nie. I mimo że jest pewien swojej tożsamości, wewnętrznie obawia się, że bycie czarnoskórym, queerowym, transpłciowym chłopakiem będzie przeszkodą do odnalezienia szczęśliwego zakończenia."
9788366890084,Dwa tygodnie i jedna noc ,19/07/2018,320,,Whitney G.,"Wydawnictwo Kobiece,Niegrzeczne książki",Jest koszmarnym szefem. Ciągle chce więcej. Nie można od niego uciec.
9788366863101,Lato utraconych ,02/06/2021,392,Krystyna Lesińska ,Anna Kańtoch,Marginesy,"Porwanie sprzed lat, krwawe morderstwo oraz tajemnicze zło, podążające krok w krok za chłopcem i zamieniające jego życie w piekło."
9788381786300,Złamane więzi ,25/08/2019,394,Camorra Chronicles ,Cora Reilly,NieZwykłe,Czwarty tom nowej serii autorki słynnych „Złączonych”!
9788380751606,Behawiorysta ,26/10/2016,496,Gerard Edling ,Remigiusz Mróz,Filia,"Zamachowiec zajmuje przedszkole, grożąc, że zabije wychowawców i dzieci. Policja jest bezsilna, a mężczyzna nie przedstawia żadnych żądań. Nikt nie wie, dlaczego wziął zakładników, ani co zamierza osiągnąć. Sytuację komplikuje fakt, że transmisja na żywo z przedszkola pojawia się w internecie."
9788366815995,Będziesz tego żałować ,19/05/2021,360,Uwikłane ,Alicja Sinicka,Wydawnictwo Kobiece,Początek nowej serii autorki bestsellerów „Stażystka” i „Służąca”!
9788376867243,Okrutny książę ,01/01/2018,423,Okrutny książę ,Holly Black,Jaguar,"Krwawa zbrodnia na zawsze odmienia los trzech sióstr. Zostają porwane do świata elfów, bajecznego Elysium. Upływa dziesięć lat; Jude pragnie za wszelką cenę odnaleźć swoje miejsce w krainie elfów – lecz dumni elfowie gardzą śmiertelniczką, a wzgardliwszy od innych jest książę Cardan, najmłodszy i najokrutniejszy z potomków Najwyższego Króla."
9788328717299,Więcej niż przyjaciel ,05/05/2015,352,Game On ,Kristen Callihan,Muza,Gray nie przyjaźni się z kobietami. Tylko z nimi sypia. Do czasu aż poznaje Ivy.
9788328085190,Schronisko ,20/02/2020,400,,Sam Lloyd,W.A.B.,"Trzynastoletnia Elissa, utalentowana młoda szachistka, bierze właśnie udział w najważniejszym wydarzeniu swojego życia: Ogólnoangielskim Młodzieżowym Grand Prix w Szachach."
9788328381711,Zła chwila ,19/05/2021,248,Niebezpieczni mężczyźni ,K.N. Haner,Editio,ON powraca.
9788366335851,Wiosna zaginionych ,30/09/2020,400,Krystyna Lesińska ,Anna Kańtoch,Marginesy,"Krystyna, emerytowana policjantka, jako młoda dziewczyna straciła w tajemniczych okolicznościach brata. W 1963 roku piątka studentów, dwie dziewczyny i trzech chłopaków, wyruszyła w Tatry, troje z nich zostało odnalezionych martwych, jeden – brat Krystyny – zaginął bez wieści. Wrócił tylko Jacek."
9788373017238,Diuna ,07/03/2007,670,Kroniki Diuny ,Frank Herbert,Rebis,"Arrakis, zwana Diuną, to jedyne we wszechświecie źródło melanżu – substancji przedłużającej życie, umożliwiającej odbywanie podróży kosmicznych i przewidywanie przyszłości. Z rozkazu Padyszacha Imperatora Szaddama IV rządzący Diuną Harkonnenowie opuszczają swe największe źródło dochodów. Planetę otrzymują w lenno Atrydzi, ich zaciekli wrogowie. Zwycięstwo księcia Leto Atrydy jest jednak pozorne. Przejęcie planety ukartowano. W odpowiedzi na atak połączonych sił Imperium i Harkonnenów dziedzic rodu Atrydów, Paul - końcowe niemal ogniwo planu eugenicznego Bene Gesserit – staje na czele rdzennych mieszkańców Diuny i próbuje zdobyć imperialny tron. "
9788381397339,Gdzie poniesie wiatr ,27/01/2021,460,,Kristin Hannah,Świat Książki,Jaką cenę ma amerykański sen?
9788381955294,Narzeczona nazisty ,30/06/2021,584,,Barbara Wysoczańska,Filia,"Czym była miłość w obliczu gigantycznej nienawiści, śmierci i poniżenia?"
9788378899174,Złączeni honorem ,14/12/2014,285,Born in Blood Mafia Chronicles ,Cora Reilly,NieZwykłe,Nawet w piersi zimnego drania bije serce. Ona zamierza wślizgnąć się do jego.
9788395752209,Bez liczenia i ważenia ,29/04/2020,268,,Monika Ciesielska,Dr Lifestyle,Masz dość diet i aplikacji do liczenia kalorii? Chcesz przestać być na wiecznej diecie?
9788363156336,Zimowe zaręczyny ,15/11/2019,496,Lustrzanna ,Christelle Dabos,Entliczek,"Niezapomniana bohaterka, misternie skonstruowany steampunkowy świat, wciągająca bez reszty fabuła. Pierwsza część sagi fantastyczno-przygodowej autorstwa debiutantki obdarzonej oszałamiającą wyobraźnią."
9788382151541,Trzynasta opowieść ,01/01/2006,448,Seria butikowa ,Diane Setterfield,Albatros,Był sobie kiedyś dom zwany Angelfield.
9788328716919,On jest dla mnie ,18/08/2020,448,Arrowood Brothers ,Corinne Michaels,Muza,"Przyjaźnię się z Devney Maxwell od szóstego roku życia, ale nigdy nie powiedziałem jej, jak bardzo ją kocham."
9788380313712,Słowik ,03/02/2015,560,,Kristin Hannah,Świat Książki,"Dwie siostry, Isabelle i Vianne, dzieli wszystko: wiek, okoliczności, w jakich przyszło im dorastać, i doświadczenia. Kiedy w 1940 roku do Francji wkracza armia niemiecka, każda z nich rozpoczyna własną niebezpieczną drogę do przetrwania, miłości i wolności."
9788381955249,Jestem mordercą ,16/06/2021,360,Mroczna strona ,Max Czornyj,Filia,"Stoję jeszcze chwilę nad nieruchomym ciałem, dysząc i tkwiąc w tym wyjątkowym stanie między niebem a piekłem, między życiem a śmiercią. Czuję się bogiem. Zrobię wszystko by się nim stać."
9788366712461,Rytm Wojny. Część 2 ,30/06/2021,720,Archiwum Burzowego Światła ,Brandon Sanderson,Mag,"W opanowanym przez pieśniarzy i Stopionych Urithiru Kaladin i Navani walczą o ocalenie Rodzeństwa, sprena wieży, przed całkowitym zepsuciem. Upadek wieży, stanowiącej główny punkt przerzutowy dla wojsk koalicji monarchów, oznaczałby katastrofę i ostateczne zwycięstwo sił Odium. Aby osiągnąć swój cel, Navani decyduje się na niebezpieczną grę z Raboniel, Stopioną zwaną niegdyś nie bez powodu Panią Bólu."
9788380326460,Jestem Marysia i chyba się zabiję dzisiaj ,16/06/2021,288,,Mery Spolsky,Wielka Litera,"Mery Spolsky zwykle pisze teksty, zamienia je w piosenki i prowokuje… głównie do myślenia. Tym razem jednak forma piosenek okazała się dla niej za ciasna i jedna z najoryginalniejszych artystek i tekściarek na polskiej scenie muzycznej postanowiła sięgnąć po formę książki. Jestem Marysia i chyba się zabiję dzisiaj to niepokorny debiut literacki Mery Spolsky, który na długo zapadnie Wam w pamięć. Przygotujcie się na nieposkromioną zabawę słowami i dzikie fikołki z wyobraźnią."
9788379859382,Za zamkniętymi drzwiami ,11/02/2016,304,,B.A. Paris,Albatros,Perfekcyjna para? Doskonałe małżeństwo? Czy idealne kłamstwo?
9788379646456,Powiernik mieczy ,28/12/2015,529,Kroniki mroku/King''s Dark Tidings ,Kel Kade,Fabryka Słów,Waleczny jak Conan. Honorowy jak Aragorn. Logiczny jak Sheldon.
9788377478844,Szklany tron ,08/07/2012,512,Szklany Tron ,Sarah J. Maas,Uroboros,Tylko teraz światowy bestseller Sarah J. Maas w ekskluzywnej oprawie twardej!
9788326836619,"Białe płatki, złoty środek. Historie rodzinne ",02/06/2021,304,,Paweł Piotr Reszka,Agora,"„Białe płatki, złoty środek. Historie rodzinne” to zbiór reportaży laureata Nagrody im. R. Kapuścińskiego i autora głośnych „Płuczek”, które znalazły się m.in. w finale Nagrody Literackiej Nike. To poruszające losy matek, ojców i dzieci wciągniętych w wielkie i kameralne polskie piekła, oblicza polskiej rodziny, których, zanurzeni w stereotypowych wyobrażeniach i zamykający oczy przed tabu, na co dzień nie widzimy. To historie, ułożone z reporterską precyzją i jednocześnie wielką wrażliwością, z tropów i śladów wydobytych z prokuratur, akt sądowych, zeznań i opowieści. Reszka oddaje głos nastoletnim dzieciobójczyniom, żonom przez lata bitym i upokarzanym przez swoich pijących mężów, sprawcom brutalnych mordów, którzy nie widzą swojej winy a także świadkom rodzinnych tragedii, pracownikom społecznym i policji. "
9788328061477,Pacjentka ,13/03/2019,352,,Alex Michaelides,W.A.B.,Najbardziej oczekiwany thriller psychologiczny 2019 roku!
9788308068144,Sapiens. Od zwierząt do bogów ,14/11/2018,544,,Yuval Noah Harari,Wydawnictwo Literackie,"Światowy hit. Książka, dzięki której rozpoczęła się międzynarodowa kariera Harariego."
9788379761159,Nasz ostatni dzień ,05/09/2017,408,,Adam Silvera,We need YA,Bestsellerowy autor Raczej szczęśliwego niż nie i Zostawiłeś mi tylko przeszłość zachwyca nową poruszającą powieścią.
9788382300628,Dziennik śmierci ,23/07/2020,376,Robert Hunter ,Chris Carter,Sonia Draga,"Jeśli zajrzysz do środka, musisz umrzeć."
9788366736191,Zmora ,14/04/2021,448,,Robert Małecki,Czwarta Strona,"W świecie, w którym wszyscy kłamią, nikt nie słyszy prawdy."
9788328037342,Małe życie ,10/03/2015,817,Kolekcja 70 lat Empik ,Hanya Yanagihara,W.A.B.,"Zachwycająca powieść o przyjaźni poddanej ogromnej próbie. Oto historia życia czterech przyjaciół – o ich niełatwym dojrzewaniu, ogromnych sukcesach, bolesnych wyborach i tyranii pamięci, od której nie sposób czasem się uwolnić…"
9788381472111,Konsorcjum. Tom 1 ,25/12/2018,584,Konsorcjum ,A.S. Sivar,Novae Res,"Magnetyczny, przystojny biznesmen, tajemnicze konsorcjum i młoda, zdolna finansistka"
9788328715462,Paprocany ,11/11/2020,320,,Paulina Świst,Muza,"W Miejskiej Komendzie Policji w Tychach wybucha afera: kilku policjantów miało rzekomo zgwałcić prostytutkę. Pokrzywdzona jako głównego sprawcę wskazuje Krzysztofa Strzeleckiego - wzorowego funkcjonariusza i w ogóle człowieka ""do rany przyłóż"". Strzelecki twierdzi stanowczo, że jest niewinny, ale zostaje odesłany na przymusowy urlop. Jedyną osobą, która bez zastrzeżeń wierzy w jego niewinność jest jego szef. Niestety, on sam też ma kłopoty, a konkretnie nie tyle on, co jego przybrana córka, która mocno niepokoi się losem swojej 18-letniej bratanicy. Dziewczyna była zawsze tzw. ""trudnym dzieckiem"", rodzice już dawno wywiesili białą flagę. Wielokrotnie na długo znikała z domu; teraz też przepadła bez śladu, ale jej ciotka jest przekonana, że tym razem chodzi o coś poważnego, konkretnie o porwanie. Urlopowany Strzelecki chwilowo dysponuje nadmiarem wolnego czasu, więc jej ojczym prosi go o pomoc w prywatnym śledztwie. Tropy wydają się prowadzić do Paprocan - jeziora w Tychach, popularnego na Śląsku miejsca wypoczynku. "
9788366517981,Gołąb i wąż ,03/09/2019,476,Gołąb i wąż ,Shelby Mahurin,We need YA,"Louise uciekła przed dwoma laty z sabatu, wyrzekając się magii i swoich mocy."
9788366736214,Cierń ,02/06/2021,464,Robert Kreft ,Przemysław Żarski,Czwarta Strona,"W styczniowy wieczór w pobliżu kapliczki i metalowego krzyża śledczy znajdują rozkopany dół, a w nim ludzkie kości. Kilka dni później na drugim końcu miasta samobójstwo popełnia młoda kobieta. "
9788310126450,Złodziejka książek ,22/01/2014,496,,Markus Zusak,Nasza Księgarnia,"Światowy bestseller, na podstawie którego powstał film wytwórni Twentieth Century Fox."
